"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"LS-H","class","https://w3id.org/dpv/loc#LS-H","Qacha's Nek District","Concept representing region Qacha's Nek District in country Lesotho","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LS","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LS-J","class","https://w3id.org/dpv/loc#LS-J","Mokhotlong District","Concept representing region Mokhotlong District in country Lesotho","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LS","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LS-K","class","https://w3id.org/dpv/loc#LS-K","Thaba-Tseka District","Concept representing region Thaba-Tseka District in country Lesotho","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LS","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT","class","https://w3id.org/dpv/loc#LT","Lithuania","Concept representing Country of Lithuania","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#EEA;https://w3id.org/dpv/loc#EEA30;https://w3id.org/dpv/loc#EEA31;https://w3id.org/dpv/loc#EU;https://w3id.org/dpv/loc#EU27;https://w3id.org/dpv/loc#EU28","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"LT-01","class","https://w3id.org/dpv/loc#LT-01","Akmenė District Municipality","Concept representing region Akmenė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-02","class","https://w3id.org/dpv/loc#LT-02","Alytus City Municipality","Concept representing region Alytus City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-03","class","https://w3id.org/dpv/loc#LT-03","Alytus District Municipality","Concept representing region Alytus District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-04","class","https://w3id.org/dpv/loc#LT-04","Anykščiai District Municipality","Concept representing region Anykščiai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-05","class","https://w3id.org/dpv/loc#LT-05","Birštonas Municipality","Concept representing region Birštonas Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-06","class","https://w3id.org/dpv/loc#LT-06","Biržai District Municipality","Concept representing region Biržai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-07","class","https://w3id.org/dpv/loc#LT-07","Druskininkai Municipality","Concept representing region Druskininkai Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-08","class","https://w3id.org/dpv/loc#LT-08","Elektrėnai Municipality","Concept representing region Elektrėnai Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-09","class","https://w3id.org/dpv/loc#LT-09","Ignalina District Municipality","Concept representing region Ignalina District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-10","class","https://w3id.org/dpv/loc#LT-10","Jonava District Municipality","Concept representing region Jonava District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-11","class","https://w3id.org/dpv/loc#LT-11","Joniškis District Municipality","Concept representing region Joniškis District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-12","class","https://w3id.org/dpv/loc#LT-12","Jurbarkas District Municipality","Concept representing region Jurbarkas District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-13","class","https://w3id.org/dpv/loc#LT-13","Kaišiadorys District Municipality","Concept representing region Kaišiadorys District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-14","class","https://w3id.org/dpv/loc#LT-14","Kalvarija Municipality","Concept representing region Kalvarija Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-15","class","https://w3id.org/dpv/loc#LT-15","Kaunas City Municipality","Concept representing region Kaunas City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-16","class","https://w3id.org/dpv/loc#LT-16","Kaunas District Municipality","Concept representing region Kaunas District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-17","class","https://w3id.org/dpv/loc#LT-17","Kazlų Rūda Municipality","Concept representing region Kazlų Rūda Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-18","class","https://w3id.org/dpv/loc#LT-18","Kėdainiai District Municipality","Concept representing region Kėdainiai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-19","class","https://w3id.org/dpv/loc#LT-19","Kelmė District Municipality","Concept representing region Kelmė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-20","class","https://w3id.org/dpv/loc#LT-20","Klaipėda City Municipality","Concept representing region Klaipėda City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-21","class","https://w3id.org/dpv/loc#LT-21","Klaipėda District Municipality","Concept representing region Klaipėda District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-22","class","https://w3id.org/dpv/loc#LT-22","Kretinga District Municipality","Concept representing region Kretinga District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-23","class","https://w3id.org/dpv/loc#LT-23","Kupiškis District Municipality","Concept representing region Kupiškis District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-24","class","https://w3id.org/dpv/loc#LT-24","Lazdijai District Municipality","Concept representing region Lazdijai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-25","class","https://w3id.org/dpv/loc#LT-25","Marijampolė Municipality","Concept representing region Marijampolė Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-26","class","https://w3id.org/dpv/loc#LT-26","Mažeikiai District Municipality","Concept representing region Mažeikiai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-27","class","https://w3id.org/dpv/loc#LT-27","Molėtai District Municipality","Concept representing region Molėtai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-28","class","https://w3id.org/dpv/loc#LT-28","Neringa Municipality","Concept representing region Neringa Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-29","class","https://w3id.org/dpv/loc#LT-29","Pagėgiai Municipality","Concept representing region Pagėgiai Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-30","class","https://w3id.org/dpv/loc#LT-30","Pakruojis District Municipality","Concept representing region Pakruojis District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-31","class","https://w3id.org/dpv/loc#LT-31","Palanga City Municipality","Concept representing region Palanga City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-32","class","https://w3id.org/dpv/loc#LT-32","Panevėžys City Municipality","Concept representing region Panevėžys City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-33","class","https://w3id.org/dpv/loc#LT-33","Panevėžys District Municipality","Concept representing region Panevėžys District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-34","class","https://w3id.org/dpv/loc#LT-34","Pasvalys District Municipality","Concept representing region Pasvalys District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-35","class","https://w3id.org/dpv/loc#LT-35","Plungė District Municipality","Concept representing region Plungė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-36","class","https://w3id.org/dpv/loc#LT-36","Prienai District Municipality","Concept representing region Prienai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-37","class","https://w3id.org/dpv/loc#LT-37","Radviliškis District Municipality","Concept representing region Radviliškis District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-38","class","https://w3id.org/dpv/loc#LT-38","Raseiniai District Municipality","Concept representing region Raseiniai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-39","class","https://w3id.org/dpv/loc#LT-39","Rietavas Municipality","Concept representing region Rietavas Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-40","class","https://w3id.org/dpv/loc#LT-40","Rokiškis District Municipality","Concept representing region Rokiškis District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-41","class","https://w3id.org/dpv/loc#LT-41","Šakiai District Municipality","Concept representing region Šakiai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-42","class","https://w3id.org/dpv/loc#LT-42","Šalčininkai District Municipality","Concept representing region Šalčininkai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-43","class","https://w3id.org/dpv/loc#LT-43","Šiauliai City Municipality","Concept representing region Šiauliai City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-44","class","https://w3id.org/dpv/loc#LT-44","Šiauliai District Municipality","Concept representing region Šiauliai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-45","class","https://w3id.org/dpv/loc#LT-45","Šilalė District Municipality","Concept representing region Šilalė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-46","class","https://w3id.org/dpv/loc#LT-46","Šilutė District Municipality","Concept representing region Šilutė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-47","class","https://w3id.org/dpv/loc#LT-47","Širvintos District Municipality","Concept representing region Širvintos District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-48","class","https://w3id.org/dpv/loc#LT-48","Skuodas District Municipality","Concept representing region Skuodas District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-49","class","https://w3id.org/dpv/loc#LT-49","Švenčionys District Municipality","Concept representing region Švenčionys District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-50","class","https://w3id.org/dpv/loc#LT-50","Tauragė District Municipality","Concept representing region Tauragė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-51","class","https://w3id.org/dpv/loc#LT-51","Telšiai District Municipality","Concept representing region Telšiai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-52","class","https://w3id.org/dpv/loc#LT-52","Trakai District Municipality","Concept representing region Trakai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-53","class","https://w3id.org/dpv/loc#LT-53","Ukmergė District Municipality","Concept representing region Ukmergė District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-54","class","https://w3id.org/dpv/loc#LT-54","Utena District Municipality","Concept representing region Utena District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-55","class","https://w3id.org/dpv/loc#LT-55","Varėna District Municipality","Concept representing region Varėna District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-56","class","https://w3id.org/dpv/loc#LT-56","Vilkaviškis District Municipality","Concept representing region Vilkaviškis District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-57","class","https://w3id.org/dpv/loc#LT-57","Vilnius City Municipality","Concept representing region Vilnius City Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-58","class","https://w3id.org/dpv/loc#LT-58","Vilnius District Municipality","Concept representing region Vilnius District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-59","class","https://w3id.org/dpv/loc#LT-59","Visaginas Municipality","Concept representing region Visaginas Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-60","class","https://w3id.org/dpv/loc#LT-60","Zarasai District Municipality","Concept representing region Zarasai District Municipality in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-AL","class","https://w3id.org/dpv/loc#LT-AL","Alytus County","Concept representing region Alytus County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-KL","class","https://w3id.org/dpv/loc#LT-KL","Klaipėda County","Concept representing region Klaipėda County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-KU","class","https://w3id.org/dpv/loc#LT-KU","Kaunas County","Concept representing region Kaunas County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-MR","class","https://w3id.org/dpv/loc#LT-MR","Marijampolė County","Concept representing region Marijampolė County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-PN","class","https://w3id.org/dpv/loc#LT-PN","Panevėžys County","Concept representing region Panevėžys County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-SA","class","https://w3id.org/dpv/loc#LT-SA","Šiauliai County","Concept representing region Šiauliai County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-TA","class","https://w3id.org/dpv/loc#LT-TA","Tauragė County","Concept representing region Tauragė County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-TE","class","https://w3id.org/dpv/loc#LT-TE","Telšiai County","Concept representing region Telšiai County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-UT","class","https://w3id.org/dpv/loc#LT-UT","Utena County","Concept representing region Utena County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LT-VL","class","https://w3id.org/dpv/loc#LT-VL","Vilnius County","Concept representing region Vilnius County in country Lithuania","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU","class","https://w3id.org/dpv/loc#LU","Luxembourg","Concept representing Country of Luxembourg","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#EEA;https://w3id.org/dpv/loc#EEA30;https://w3id.org/dpv/loc#EEA31;https://w3id.org/dpv/loc#EU;https://w3id.org/dpv/loc#EU27;https://w3id.org/dpv/loc#EU28","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"LU-CA","class","https://w3id.org/dpv/loc#LU-CA","Canton of Capellen","Concept representing region Canton of Capellen in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-CL","class","https://w3id.org/dpv/loc#LU-CL","Canton of Clervaux","Concept representing region Canton of Clervaux in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-D","class","https://w3id.org/dpv/loc#LU-D","Former Diekirch District","Concept representing region Former Diekirch District in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-DI","class","https://w3id.org/dpv/loc#LU-DI","Canton of Diekirch","Concept representing region Canton of Diekirch in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-EC","class","https://w3id.org/dpv/loc#LU-EC","Canton of Echternach","Concept representing region Canton of Echternach in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-ES","class","https://w3id.org/dpv/loc#LU-ES","Canton of Esch-sur-Alzette","Concept representing region Canton of Esch-sur-Alzette in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-G","class","https://w3id.org/dpv/loc#LU-G","Former Grevenmacher District","Concept representing region Former Grevenmacher District in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-GR","class","https://w3id.org/dpv/loc#LU-GR","Canton of Grevenmacher","Concept representing region Canton of Grevenmacher in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-L","class","https://w3id.org/dpv/loc#LU-L","Former Luxembourg District","Concept representing region Former Luxembourg District in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-LU","class","https://w3id.org/dpv/loc#LU-LU","Canton of Luxembourg","Concept representing region Canton of Luxembourg in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-ME","class","https://w3id.org/dpv/loc#LU-ME","Canton of Mersch","Concept representing region Canton of Mersch in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-RD","class","https://w3id.org/dpv/loc#LU-RD","Canton of Redange","Concept representing region Canton of Redange in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-RM","class","https://w3id.org/dpv/loc#LU-RM","Canton of Remich","Concept representing region Canton of Remich in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-VD","class","https://w3id.org/dpv/loc#LU-VD","Canton of Vianden","Concept representing region Canton of Vianden in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LU-WI","class","https://w3id.org/dpv/loc#LU-WI","Canton of Wiltz","Concept representing region Canton of Wiltz in country Luxembourg","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV","class","https://w3id.org/dpv/loc#LV","Latvia","Concept representing Country of Latvia","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#EEA;https://w3id.org/dpv/loc#EEA30;https://w3id.org/dpv/loc#EEA31;https://w3id.org/dpv/loc#EU;https://w3id.org/dpv/loc#EU27;https://w3id.org/dpv/loc#EU28","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"LV-001","class","https://w3id.org/dpv/loc#LV-001","Aglona Municipality","Concept representing region Aglona Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-002","class","https://w3id.org/dpv/loc#LV-002","Aizkraukle Municipality","Concept representing region Aizkraukle Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-003","class","https://w3id.org/dpv/loc#LV-003","Aizpute Municipality","Concept representing region Aizpute Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-004","class","https://w3id.org/dpv/loc#LV-004","Aknīste Municipality","Concept representing region Aknīste Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-005","class","https://w3id.org/dpv/loc#LV-005","Aloja Municipality","Concept representing region Aloja Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-006","class","https://w3id.org/dpv/loc#LV-006","Alsunga Municipality","Concept representing region Alsunga Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-007","class","https://w3id.org/dpv/loc#LV-007","Alūksne Municipality","Concept representing region Alūksne Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-008","class","https://w3id.org/dpv/loc#LV-008","Amata Municipality","Concept representing region Amata Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-009","class","https://w3id.org/dpv/loc#LV-009","Ape Municipality","Concept representing region Ape Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-010","class","https://w3id.org/dpv/loc#LV-010","Auce Municipality","Concept representing region Auce Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-011","class","https://w3id.org/dpv/loc#LV-011","Ādaži Municipality","Concept representing region Ādaži Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-012","class","https://w3id.org/dpv/loc#LV-012","Babīte Municipality","Concept representing region Babīte Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-013","class","https://w3id.org/dpv/loc#LV-013","Baldone Municipality","Concept representing region Baldone Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-014","class","https://w3id.org/dpv/loc#LV-014","Baltinava Municipality","Concept representing region Baltinava Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-015","class","https://w3id.org/dpv/loc#LV-015","Balvi Municipality","Concept representing region Balvi Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-016","class","https://w3id.org/dpv/loc#LV-016","Bauska Municipality","Concept representing region Bauska Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-017","class","https://w3id.org/dpv/loc#LV-017","Beverīna Municipality","Concept representing region Beverīna Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-018","class","https://w3id.org/dpv/loc#LV-018","Brocēni Municipality","Concept representing region Brocēni Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"LV-019","class","https://w3id.org/dpv/loc#LV-019","Burtnieki Municipality","Concept representing region Burtnieki Municipality in country Latvia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#LV","","2024-08-03","","loc","https://w3id.org/dpv/loc"
